,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
2273,2273,3869,Ford was sad that he achieved so much.,Ford was proud of his accomplishments.,"Ford was proud of his high GPA.He worked every evening on assignments in order to improve it.Ford's friends warned him that he was missing out on fun.Later in life, Ford became a successful lawyer.",2
2274,2274,3870,I decided to change.,I am unmarried.,My wife says I lack passion.That I don't have many hobbies or interests.I tried to argue but couldn't.I realized she was right.,1
2275,2275,3871,Nina bought a toy.,Nina was excited.,Nina wanted a nice Halloween costume.But she could not afford anything fancy.She looked through her house for ideas.Then she found a great costume for free.,2
2276,2276,3872,Veronika did not like the tree house very much.,Veronika decides to visit the tree house more often.,Veronika liked hiking in the woods.One day she was on a trail and found a tree house.She climbed the ladder and was amazed at all the stuff in the house.It was fully furnished with a furniture and blankets.,2
2277,2277,3873,Tracey ran back home.,Tracey shrugged off her fall.,It was a beautiful spring day in early March.Tracey decided to go for a walk in the woods behind her house.She was heard a woodpecker and began looking for it in the trees.She tripped over a root and fell on the path.,2
2278,2278,3874,He said no and left the gas station.,He decided to go for a run.,"Bob was really thirsty and wanted a soda.Unfortunately, he didn't have any money.Bob walked into a gas station and asked if he could have a soda.The cashier asked him if he had any money.",1
2279,2279,3875,Jim saw his wife after an hour.,Jim drove away before his wife showed.,Jim was waiting at the airport.His wife would be there in an hour.He was very bored.He then decided to catch up on his book.,1
2280,2280,3876,Joe was still very proud of his hard work.,Joe decided he didn't want to go to college.,"Joe really wanted to attend Columbia University.He worked really hard in school, was on the soccer team.He got put on the waiting list.Although he was disappointed, he tried his best to the very end.",1
2281,2281,3877,Gina checked on ebay and found one she could afford.,Gina mowed the whole yard and had no help from anyone.,Gina's friend Tami had a folder she didn't want anyone else to have.Gina wanted one but didn't know where to buy one.Now Tami had a new Lisa Frank Trapper Keeper.Gina was jealous since she wanted one too.,1
2282,2282,3878,Leah decided she liked the tree on the floor better than standing.,Leah chastised her cat.,"Leah had a beautiful Christmas tree in her house.One day, she left to go to the store.When she returned, the tree was knocked over.Her cat had climbed it and pulled it down!",2
2283,2283,3879,Peter thought it might even be more comfortable than the old one.,Peter let his dog use the chair for its own.,"Peter had used the same chair for Years.It was becoming worn out.He decided to buy a new, more comfortable chair.When it arrived Peter was very happy.",1
2284,2284,3880,Rex went on a long journey across the ocean.,Everyone enjoyed the cheese and bread.,Rex is getting ready for a party tonight.He realizes he hasn't prepared anything for guests to eat with cheese.Rex runs out to get a baguette.He slices it into thin even slices to make it easy to eat.,2
2285,2285,3882,The crowd booed the team loudly.,The crowd all stood up in their seats and applauded wildly.,The football team had worked hard all season.They had won every game and made it to the championship.There were only seconds left on the clock and the game was tied.The quarterback through a long pass and the receiver scored.,2
2286,2286,3883,My wife and I were very unhappy to lose our internet connection.,We loved the strong wind and lack of sleep.,"We live in a high rise building.One day the wind was strong, partly due to the height of the building.The wind blew the tree branches so much my wife could not sleep.The wind also knocked down the internet cable.",1
2287,2287,3884,Then she cancelled her order.,Then  her keyboard arrived in the mail.,Kate wanted to buy a new keyboard for her computer.She saved up for months to afford a good keyboard.Kate finally went online and ordered her keyboard!She waited excitedly for days for its arrival.,2
2288,2288,3885,Jon accepted.,Jon rejected the offer.,"Jon graduated from college and began his job search.He applied for jobs in his field every day.Three weeks after he began, he got a call.The person calling asked if he would be interested in an interview.",1
2289,2289,3886,Julie happily accepted!,Julie punched her friend in the eye.,Julie loved to read anything she could get her hands on.Most of her time was spent in the library.Her favorite library was staffed by Miss Watson.Miss Watson saw Julie's love of books and offered her a job.,1
2290,2290,3887,Amy was really excited to be at the park.,Amy thought the park was boring.,Amy's family was going to Six Flags.She sat patiently in the car waiting to arrive.When the arrived she sat on her knees surveying the park.She waited in line for an hour to ride the largest roller coaster.,1
2291,2291,3890,The profits from the book sales gave Bob enough money to eat.,The public reaction to the book means Bob still goes hungry.,Bob needed money to buy food.He was sad that he couldn't eat because he had no money.He decided to write a book about his hard life.People immediately praised the book and bought thousands of copies!,1
2292,2292,3891,I've never been happier.,I'm really disappointed in myself.,I just completed my first marathon today.It was about six miles and I worked real hard.I trained for it for about three months.It's always been on my to do list in life,1
2293,2293,3892,Bobby was five years old.,Bobby was thirty-five years old.,"Bobby folded his fruit roll-up into the shape of an airplane.He wound up his arm and threw roll-up airplane as hard as he could.It was far too heavy, though, and fell like a brick.Bobby decided that planes should be made out of paper.",1
2294,2294,3893,His dad laughed because the star was really a jet with lights.,Sam's dad was glad his son was interested in geology.,"Sam was stargazing one night.Suddenly he sat bolt upright.He saw a twinkling, moving star!He ran to show it to his dad.",1
2295,2295,3894,He started screaming obscenities at Meg.,He asked her to marry him.,"John and Meg had dated for five Year's.John loved Meg, and wanted to marry her.He decided to ask her to marry him tonight, after a movie date.When they walked out of the movies, he suddenly dropped to his knees.",2
2296,2296,3895,Bobby was upset that he got the bananas.,Bobby went into the shed to get a ladder to get the bananas.,"A beautiful bunch of bananas dangled just out of reach.Bobby tried throwing his shoe, but it got stuck.He tried climbing the tree, but he fell.Next, he whacked furiously with a hoe, but it was too short to reach.",2
2297,2297,3896,Beth needed to rest.,Beth played football on her Friday off.,Beth was recovering from an illness.She was finally able to eat food after 4 days.Although she was better she wasn't well.She decided to take Friday off from school and take time to heal.,1
2298,2298,3897,Rhonda then decided to eat lunch and return emails.,"Sadly, they were ruined and Rhonda had to buy a new pair.","Rhonda bought some new pink socks to wear.She loved them.When she took them off, though, they got mixed in with other laundry.On laundry day she washed her clothes without sorting them.",2
2299,2299,3898,Marcus was so thrilled that he started dancing.,Marcus then vomited from sea sickness.,The sea was frightening during a storm.Marcus hated the way the boat rose up and crashed down.It made him sick to his stomach.He cowered in his cabin and shut his eyes but it didn't help.,2
2300,2300,3899,"She cuddled with the adorable puppy, happy to see it.",The kitten was very cute.,"Yesterday, Anna decided to take a nap.She got comfortable in her chair and closed her eyes.Just as she fell asleep, her daughter's puppy jumped into her lap!She was very surprised.",1
2301,2301,3900,Chuck was upset.,Chuck was happy that place finally closed down.,Chuck loves this bar by his house.He goes there all the time with friends.He was on his way there one day and noticed it was closed.It had been put out of business.,1
2302,2302,3901,Steve completed his crossword puzzle in record time.,"While thinking, Steve came up with an idea for a novel.","Steve was sitting in the cafe.While at the cafe, he usually read a book.However, today he forgot his book.He had no choice but to do a lot of thinking.",2
2303,2303,3902,John then proceeded to assault the officer.,The officer was understanding.,John was driving to the store when he realized he forgot his wallet.His driver's license was in the wallet.Police lights started flashing behind him.After pulling over he told the officer he forgot his wallet at home.,2
2304,2304,3903,He felt pride in his accomplishment.,Tom was upset that he did poorly.,"Tom enjoyed puzzles growing up.He was not just outside of the escape room adventure.He calmed his breathing and readied himself mentally.Thirty minutes later, he exited the escape room in record time.",1
2305,2305,3904,She enjoyed the song.,Gina got dressed and left for work.,Gina was bored while cleaning her room.But it had to be done.She decided to turn on the radio.There was a song she never heard before.,1
2306,2306,3905,The roof was completely fine.,The janitor was frightened.,A small snowstorm came through a town.The school roof buckled under the weight.A janitor climbed on top to inspect.The roof shook under the new weight.,2
2307,2307,3906,I hated my birthday.,It was the best birthday party ever.,My birthday was yesterday.To my surprise my friends planned a party for me.I could not believe it.The party was very fun.,2
2308,2308,3907,It was gross.,It smelled so good that I ate it.,"My mother threw out her old dictionary.I retrieved it from the trash.Sitting with it, I found myself smelling it.It reminded me of the scent of an old library.",1
2309,2309,3908,We have many fond memories of this childhood trip.,I have no memory of going to Paragon Park.,"Our parents took us to Paragon Park in 1963.We took a ferry from Rowes Wharf in Boston.We rode the carousel, the whip, and the caterpillar.We played skeeball.",1
2310,2310,3909,"One day, I decided to buy the movie.",I did not like the Wizard of Oz.,"My favorite movie is the Wizard of Oz.I used to think it was real when I was young.Whenever I watched it, I felt immersed in the movie.The characters took me away into the Land of Oz.",1
2311,2311,3910,Mary Ann got a rash from one of them because it was poison ivy.,Mary Ann finished making her salad and enjoyed eating it.,Mary Ann went for a walk on a trail at the park.She passed people with children and animals.She passed people jogging and riding bikes.She saw a lot of plants.,1
2312,2312,3911,He cuddled up to the dog.,The dog found him and mauled him.,"One day, a dog moved into a family that had two cats.One cat didn't mind the new dog, but the other cat was scared.He meowed loudly and scratched the dog's nose.He leaped from one side of the room to the other to escape the dog.",2
2313,2313,3912,They gave me a big illustrated book on African animals.,They gave me a book on the history of the computer.,My favorite animal is the Arabian Oryx.I can't usually see them because it's an African antelope.I have to go to zoos.My family bought me a nice present for my birthday this year.,1
2314,2314,3913,She ended up making a bad grade on the assignment.,She played basketball with her friends all afternoon.,"Everyday, I nag my daughter to do her homework.I finally decided that it is her own responsibility.Sure enough, she didn't do it one evening.I sent her to bed anyway, knowing she would get in trouble at school.",1
2315,2315,3914,The young boy went home disappointed.,The coach offered the boy the starting pitcher position.,A young boy wanted to pitch for his baseball team.He practiced a lot with his brothers.At practice his coach let him try out as pitcher.The boy did not do well.,1
2316,2316,3915,Sarah began to watch tv.,Sarah found spoiled milk on her desk.,Sue woke up in the middle of the night to an awful smell.She could not figure out what it was.She looked around the room.Then she noticed saw it.,2
2317,2317,3916,Mark hoped the procedure would stop his dental pain.,Mark's coworker told him he wasn't going to vote in the election.,Mark notices that his teeth are beginning to hurt one day.He decides to visit his dentist to see what is the matter.The dentist tells Mark that he needs to have his wisdom teeth removed.Mark agrees to have the surgery done.,1
2318,2318,3917,Lulu turned off the dishwasher.,Lulu turned on the dishwasher.,"Lulu had just moved into her new home.She had a dishwasher for the first time.She decided to run a load of dishes that night.In the compartment, she poured some dish soap.",2
2319,2319,3918,Bill was proud of his work.,Bill searched for the cows.,Farmer Bill called out the the cows in the field.The came running in for their food.Bill poured out some grains for the cows in big bins.The cows happily ate their dinner.,1
2320,2320,3919,"He agreed,",Terry's sister decided to get surgery on her thumb.,"Terry left the hospital frustrated and disheartened.He had trouble opening his car door with a broken thumb.At home, he asked his sister to loan him money for surgery.She agreed on the condition that he get a job with insurance.",1
2321,2321,3920,Mary's boss is happy with her sale.,Mary is sad she sold a car.,"Mary has worked at a car dealership for two Year's without selling.Her boss tells her that she needs to sell a car soon.One day a couple comes into the dealership and asks to see a car.Mary sells them a very big, expensive car.",1
2322,2322,3921,Brie was glad they had become friends.,Brie hated cheese.,"Brie and her cat moved in with her boyfriend and his cat.The two cats hated each other.They spent most of their hissing each other.One night, six months later, the cats decided to cuddle.",1
2323,2323,3922,He installed a beautiful new kitchen floor for his home.,Tim returned the tiles to the store the next day.,Tim needed a new kitchen floor.His was old and cracked.So he went shopping for new tiles.He found great tiles and brought them home.,1
2324,2324,3923,Dave checks the internet for more concerts the he will like.,Dave took control of the helicopter and landed on the field.,"Dave decided one day he wanted to go see a nickelback show.He ordered a few tickets.He then invited some of his friends.They all went to the show, and had a good time",1
2325,2325,3924,They rejoiced at the sight.,They mourned for losses.,There is a cemetery with 199 grave stones.12 men brought a casket.12 men put the casket in the ground.Men and women wept together.,2
2326,2326,3925,Joe eventually won the fight.,Joe finished the fight with no cuts or injuries.,Joe felt confident going into his boxing match.He dominated the first four rounds.He got hit with a left hook that cut his eye in the fifth.The last seven rounds were a back and forth affair.,1
2327,2327,3926,Jimmy felt sick to his stomach.,Jimmy ate another chip from the bag.,"The nastiest thing happened to Jimmy.He picked up a bag of potato chips from his bedroom floor.On his way out the door, he ate some chips.Outside, his friend said, why are there ants crawling on your bag?",1
2328,2328,3927,My son and I did not do well.,My son was happy that we won.,"My son participated in a cub scout toy car derby.Father and son teams designed small matchbox cars.Some teams designed fancy cars.We designed a simple car, which actually won the derby.",2
2329,2329,3928,He eventually made the team.,He decided not to try out for the team.,Brian tried out for the hockey team this year.Unfortunately he did not make the team.The coach said that he needed to be faster on skates.Brian spent all winter working on his speed skating.,1
2330,2330,3929,Kelly grabbed a tree and hung on tight.,Kelly was able to ski uphill on the avalanche.,Kelly was skiing when suddenly she heard a large commotion behind her.She looked back and saw a wall of snow coming towards her.She panicked and started skiing faster down the slope.As the avalanche caught up to her she quickly jumped into some trees.,1
2331,2331,3930,Harry was glad he saw the movie with his friends.,Harry really liked the movie.,Harry really wanted to see the new Star Wars movie.He waited in line at the box office on opening day.He was able to buy a ticket for himself.He watched the entire movie.,2
2332,2332,3931,"He was fired that same day, and walked out of the building.",He realized he would fit in perfectly at the new job.,Mark was starting a new job the next day.He was nervous about being around so many strangers.He barely slept any the night before due to anxiety.When he entered the building he was greeted warmly by many people.,2
2333,2333,3932,Ellen was horribly afraid.,Ellen felt really calm.,"Ellen had a baby daughter who slept in a crib in her own room.One morning Ellen did not hear her baby fussing, so she went to check.Her daughter was not moving or breathing!Ellen called the police in a terrible panic.",1
2334,2334,3933,Pearl's sister hoped to please her.,Pearl's sister was seeking revenge.,Pearl collected CDs with ugly cover art.She prized a jazz CD with two dolphins photoshopped together.Her sister stole the CD while angry with her.Pearl's heart sank and she implored her sister to return it.,2
2335,2335,3934,Anna watched the sea life and thought about the wonder of nature.,Anna felt disappointed by her trip to the shore.,"Anna went to the beach.The tide drew out, and she saw a tide pool.She went to inspect it, and she was amazed at all the life in it.There were fish, sea urchins, starfish - it was incredible!",1
2336,2336,3935,Brianna hated s'mores.,Brianna loved s'mores.,"Brianna complained bitterly when her family went camping.It would ruin her hair and nails and there was no tv.However, she forgot these things when she tasted her first S'MORE.Munching her treat, she gazed at the huge, starry sky in awe.",2
2337,2337,3936,Shay was finally found weeks later in the woods.,Shay felt overwhelming relief.,Shay was hiking in the woods.Then she realized she was lost!She tried not to panic.She retraced her steps until she found her way back to camp.,2
2338,2338,3937,He decided perhaps basketball was not for him.,The next morning he found he'd made the front page of the paper.,Troy was the best player on his basketball team.His team was playing in the championship game tonight.Troy scored 56 points to win the game for his team.He carried a huge trophy after the game.,2
2339,2339,3938,They figured out which restaurant it was.,They went back to eat at the same restaurant.,Simon got food poisoning.He thought back on all the restaurants he's recently visited.He called his friends who ate with him on these occasions.One of his friends informed him he was also sick with food poisoning.,1
2340,2340,3939,Arnold was calm and happy to the see the bird.,Arnold screamed in terror!,Arnold was scared of birds.One day he was at a picnic.A bird was flying in the distance.It landed on his food.,2
2341,2341,3941,To cheer him up Kip's parents took him to Florida.,Kip dreamed of snowflakes.,Kip was disappointed there wasn't any snow.He whined to his parents that it just wasn't Christmas without it.They told him to go to bed.Kip stomped his way to his room and eventually fell asleep.,2
2342,2342,3942,He gives up because it's too hard.,He gets better with every lesson.,"Ben has always wanted to learn how to play piano.Now that his children are grown up, he has more spare time.Ben enrolls in a piano class with a local tutor.Although it is difficult, he is dedicated to learning.",2
2343,2343,3943,They praised him.,The bully was expelled.,Benson was bullied at school by another boy.Benson began losing sleep about it.He finally told his teachers at school about it.The teachers approached the bully about the problem.,2
2344,2344,3944,I put the box back and found another place to dig.,I was so happy.,"My father and I were making space for plants in the backyard.We dug for several minutes trying to make room.I found a box that was buried in the ground.When I looked inside, there was a dead animal.",1
2345,2345,3945,"She traveled home to see Sam, and they missed each other!","She broke up with Sam, leaving him heartbroken.","Karen had gone away for school, leaving behind her partner Sam.Sam was missing Karen, but he had a plan to fix that.On a long weekend, Sam took the train upstate to go visit Karen.Karen who was missing Sam, had a plan to fix it as well.",1
2346,2346,3946,Joey hated camping.,Then he roasted marshmallows.,Joey was camping with his friends.He wanted to start a fire to roast marshmallows.He found some sticks and logs in the woods.He used a match to light the logs.,2
2347,2347,3947,She ate a huge lunch.,She threw up in the toilet.,Diana cleans offices buildings for a living.She washes toilets and scrubs floors.On Friday she was really sick and nauseous at work.She couldn't take the day off.,2
2348,2348,3948,Everyone was impressed that Jason had become bilingual.,Jason's best friend was not impressed.,"Jason's best friend is getting married in India next year.Jason decides that he wants to learn Hindi before the wedding.He hires a tutor and practices speaking Hindi every day.When the wedding day arrives, Jason is fluent in Hindi!",1
2349,2349,3949,She was mad because Todd wouldn't stop talking.,She decided not to speak to Todd either.,Todd and Ashley were dating.Todd got irritated with Ashley.He gave her the silent treatment.Ashley got upset.,2
2350,2350,3950,We hate parties.,We had a great time!,"My friends and I got invited to a party at college.We got all dressed up for the exciting event.We were all so excited to have fun!At the party, we danced the whole time.",2
2351,2351,3951,They handed them around to all the neighbors.,They gave all the hamburgers to passerby.,Kelly and her friends decided to have a baking party.The girls decided to bake some cookies.They baked chocolate and oatmeal cookies.After they were done they wrapped them in bags.,1
2352,2352,3952,She ended up being very poor.,This proves girls tell the truth all the time.,Girls are a lot of trouble.Sometimes they say things they do not mean.Last one I talked to lied to me.She told me she was rich.,1
2353,2353,3953,School stayed open longer than usual.,School was cancelled.,It was a very cold day.The snow was coming down very hard for many hours.The people of Lansing were stuck in their homes without power.The storm brought three feet of snow to the city.,2
2354,2354,3954,Larry was mad about his score.,Larry was excited  to have scored his first hole in one.,Larry was playing golf with his father.Larry was feeling really energetic from his coffee earlier.He hit the ball as hard as he could on his first swing.Larry got a hole in one!,2
2355,2355,3955,She didn't want to binge eat out of depression.,She is very happy no one gave her gifts.,"Candy woke up excited because it was her birthday.But the whole day went by and no one gave her any gifts.She began to feel depressed and thought everyone had forgotten.Later, she got hungry and headed for the kitchen, but stopped.",1
2356,2356,3956,I decided to go for a run.,I went to the interview and was happy to get the job.,"Recently, I became very unhappy with my job.I decided to look around for a new one so I would be happy.I applied to many different places.One place called me back and I went for an interview.",2
2357,2357,3957,She spent the money on going out to eat.,She bought and enjoyed the shoes.,"Lindsey really wanted a new pair of shoes.The shoes were very expensive.She decided to save up her money.After several weeks, she could get the shoes.",2
2358,2358,3958,Ora took a bath.,Ora took a shower.,Ora had been dared not to shower in order to join a sorority.She couldn't imagine going without clean water for a week!Then she thought of a loophole.They hadn't said Ora couldn't take a bath!,1
2359,2359,3959,Allison plans to pay bingo again in the future.,Allison thinks bingo is boring.,On Allison's 25th birthday her family took her to bingo.She had never played before and was nervous.After they showed her how to play she was excited to begin.On the fourth game she got a bingo.,1
2360,2360,3960,Nya missed the parade altogether.,Nya was excited to be able to watch the parade.,Nya wanted to see the parade downtown.She caught three buses.Then she took the subway.She made it downtown just in time.,2
2361,2361,3961,Madeline was upset with her new purchase.,Madeline's mother happily bought the bag for her.,Madeline was thrilled to get a new purse at Saks.Her mother took her to the bag department.Madeline immediately saw a pink bag she loved.She could not believe how amazing it was.,2
2362,2362,3962,So Tom moved the plant to a window.,Tom closed his windows to block out as much sunlight as possible.,Tom bought a new plant.He kept it by his bed.The plant stopped growing.His mother said it needed sunlight.,1
2363,2363,3963,Ranger fans want him to go away.,Ranger fans are looking forward to his return.,"Yu Darvish is a pitcher for the Texas Rangers.For the last two seasons he has been injured.According to reports, he is finally healthy and able to play.Ranger fans are hopeful he will be a leader for their pitchers.",2
2364,2364,3964,Avery dropped out of school.,Avery finished her project early.,Avery received a homework assignment due in two weeks.She immediately read through the task.She made a schedule and broke it up into tasks for each day.She completed the tasks on their scheduled day.,2
2365,2365,3965,Chester immediately threw out the shirt he bought.,Chester was very pleased with the shirt he bought.,"Chester decides to go to the mall one afternoon.He does not intend on buying anything, but just wants to walk around.However, he sees a very nice shirt on sale.Chester buys the shirt because the price is so good.",2
2366,2366,3966,Gina wished she hadn't wasted her day.,Gina was glad she had wasted her day.,Gina realized she needed to get to work on her report.She had wasted the whole day and only had one left to complete it.She sat down and began to work.Her mother wanted her to wash the dishes.,1
2367,2367,3967,All my clothes smell great.,I will do laundry right now.,Tuesdays are laundry days at my apartment.We have been too busy the last couple of Tuesdays.Now we have almost no clean clothes left.I'm dressed foolishly and still smell bad.,2
2368,2368,3968,He was happy.,He was disappointed.,It was a beautiful summer day outside.Bob decided to go for a walk at the park.Bob walked along the path and admired the scenery.He found a twenty dollar bill on the ground.,1
2369,2369,3969,They were so relieved.,They were disappointed.,"Meghan and Scott wanted to see their favorite band play in a concert.Tickets went on sale online and the server was very busy.Meghan and Scott were trying hard to buy tickets.Just when the concert was almost sold out, Meghan found two tickets.",1
2370,2370,3970,They walked around campus and got invited to a party.,He thought college was going to be miserable.,"John had just graduated high school, and was about to go to college.His mom helped him pack all his stuff, and he drove away.When he got there, he went to check out his dorm.His new roommate was there, and they hit it off.",1
2371,2371,3971,She listened to a book while she ran.,She was glad she is never bored of music.,"Jackie had been a long distance runner for many Year's.Despite her very full iPod, she became bored with music.One of her running friends recommended an audible book.She loaded a new release to her iPod.",1
2372,2372,3972,She lasted the whole night.,She turned on the stove and made herself dinner.,Ari's friends dared her to spend the night in the local haunted house.Ari tentatively agreed.She climbed in through the house's window.Then she snuggled up with her blanket in the corner.,1
2373,2373,3973,Sam had no car.,Sam was unhappy.,Sam drove around with his high beams on.One of his headlights was out and he thought it was safer.He was pulled over last night.The cop gave him a ticket and told him to fix it.,2
2374,2374,3975,Winter is the season that sees the most skiers.,By the time she got home it had become warmer due to spring.,Jan was tired of winter and cold weather.She saw a commercial advertising a car that would be great for a trip.She bought the car and planned the trip on a map.She drove all over the state of Florida.,2
2375,2375,3976,He was happy to be in Iran.,"He left immediately.,",Neil had just arrived in Iran.He was enthralled with the cities and countryside.He thought the mountains were so beautiful.The language and people were wonderful too.,1
2376,2376,3977,The girl said yes to Andrew.,The girl cried hysterically.,Andrew had been single for many Year's.While he wanted a girlfriend he did not know how to approach anyone.Finally a friend introduced Andrew to a nice young lady.Andrew asked her out on a date.,1
2377,2377,3978,Amy then left the airplane and drove home.,She boarded her flight just in time.,Amy was running late for her flight.She hurried through airport security.She could hear her name over the speaker near her gate.She ran top speed and greeted annoyed stewardess.,2
2378,2378,3979,Ana was extremely pale.,Ana was extremely sunburnt.,Ana was tanning on the beach.She dozed off in the warm sun.She woke three hours later.Her eyes widened as she looked in the mirror.,2
2379,2379,3980,Paul was very frustrated.,Paul was very pleased with his results.,Paul felt brave so he tried to join the Army.The Army said he was too weak to join.Paul was undeterred so he then tried to join the Navy.The Navy refused him because Paul couldn't swim.,1
2380,2380,3981,The mouse got away.,The cat decided to lay down and take a nap.,"The cat chased the mouse across the empty warehouse.Running in fear, the rodent moved as fast as it could.The larger feline stayed close behind.It was terrified.",1
2381,2381,3982,Neil found the trip stimulating.,Neil found the trip dull.,"Neil flew into Russia.There, he visited tourist sites and saw friendly locals.He found that Russia was colorful and vibrant.It also had a great and rich history.",1
2382,2382,3983,Mary was very happy.,Mary felt unappreciated.,Mary makes candles.She enjoys this as a hobby.Mary took one to her friend as a gift.Everyone loved the candles and asked to buy one.,1
2383,2383,3984,Gina and her sister had a great time together.,Gina disliked spending time with her sister.,It was summer and Gina and her sister were bored.They decided to watch music videos.There was the music video channel or the black entertainment channel.They chose to watch the black entertainment channel.,1
2384,2384,3985,I went to swim and enjoy the sunshine.,"My plans were ruined, and I went home.","I was really excited I was going to the beach.I made sure to pack everything up in my car.I drove there and put on my swim trunks.When I came out of the dressing room, it started to rain.",2
2385,2385,3986,Arnold loved his girlfriend's cats.,Arnold dumped his girlfriend.,Arnold was scared of cats.He thinks all of them are creepy.One day he visited his girlfriend's house.His girlfriend has a cat.,2
2386,2386,3987,Leah gets fired.,Leah gets the job.,Leah is a full time college student who wants a part time job.Leah searches craigslist and finds an entry level position.Leah applies and the next day get a call for an interview.Leah goes to the interview and does really well.,2
2387,2387,3988,I bought every mouse they had.,Because I'm a cheapskate it suited me well.,Yesterday I went to toys r us.I had to get gifts for my cousins.I loaded my cart up.Thankfully I found out they had a sale.,2
2388,2388,3989,Bob felt very energized.,Bob decided to stay at a nearby hotel for the night.,"Bob was driving from Texas to Florida.He refused to stop at hotels for a break.After fifteen hours of driving, he was tired.He began to fall asleep.",2
2389,2389,3990,I cheered when the Beatle came under the spotlight.,I began to tremble uncontrollably with terror and dread.,I got my concert tickets.I drove to Chicago.I could not believe I was seeing a Beatle.I was 30 rows from the front of the stage.,1
2390,2390,3991,Maggie's cat was dead.,It was the bat.,"Maggie noticed a bat was flying around her ceiling.She panicked and didn't know what to do.She decided to hide in her room and call the exterminator.Suddenly, her cat comes in her room holding something in his mouth.",2
2391,2391,3992,Joe liked how the blinds let in the warmth and light.,Joe was pleased when he put up the new blinds.,It was summer.And Jeff's room was very hot.He saw dark blinds advertised to block heat.And he thought it would make a noticeable difference.,2
2392,2392,3993,Joey knew everybody was just teasing him.,Joey took his baseball and went home.,"Joey's uncle showed him a marble.He teased Joey and said it was his glass eye.Later, Joey played marbles with friends.One boy said his marble was a cat's eye.",1
2393,2393,3994,They waited until the incident was over.,They then played heads down thumbs up.,"Around 11am, the school's fire alarm went off.Rushing towards the door, the students stopped when gunshots rang out.Then the teacher instructed them to hide under their desks.Diving under their desks, the students were petrified.",1
2394,2394,3995,He made sure to buy rechargeable batteries this time.,He made sure all of his bills were paid on time.,Jeffries's remote ran out of batteries.It stopped working completely.He needed to replace them.So he went to the store to buy some more.,1
2395,2395,3996,Now I can bike 30 miles.,I am so out of shape I can't even bike a mile.,I've always wanted to be able to bike thirty miles at one time.Right now I can only bike about twenty miles at once.I got myself a biking trainer who helped me make progress.I worked hard for a few months and ate all the right foods.,1
2396,2396,3997,That was the best trip of my life.,I decided never to go camping again.,"My family has always loved camping, me not so much.The summer I was 19 was the last time I camped.First our car broke down and we were stranded in the heat for hours.I burned my hand cooking dinner, fell in the lake and eaten by bugs.",2
2397,2397,3998,I was worried about my grade.,I was sure I would get an A if I didn't turn in my essay.,"My professor assigned my class an essay.By the time I left the classroom, I had forgotten about it.A few days later, my classmate messaged me to ask if I had done it.I was so upset because I had totally forgotten!",1
2398,2398,3999,Sally hopes to lose her job.,Sally hopes her boss will keep her.,Sally believes her boss is trying to fire her.She stays late to make sure her work is correct.Sally is still on edge.She decides to set up a meeting with her boss.,2
2399,2399,4000,We found we made a mess in the kitchen.,We decided to sell our candy to a local boutique.,"We decided we would learn to make candy.We checked out a book on the subject and read up.Then, we set to work trying.We realized greatly overestimated how hard it was to make candy.",1
2400,2400,4001,Will started to listen to his teacher.,Will wanted to be a janitor.,"Will was very wild in kindergarten, and did not listen to his teacher.His father was very upset with him.He pointed to the school janitor, and told Will that was his future.Will did not want to clean up the school bathrooms.",1
2401,2401,4002,Emily was reprimanded by her parents.,Emily's parents cheered her on.,"Emily was very nervous to get her shots at the doctor's office.She hid under the table and cried.When the nurse gave her the shot, Emily reached out and hit her.Both Emily and the nurse were surprised and in pain.",1
2402,2402,4003,We enthusiastically played the game till it got dark.,We put the gear away and went our separate ways.,My friends and I were playing outside.We wanted to play a new game.We decided to play street hockey since we weren't familiar with it.We went outside and got out gear.,1
2403,2403,4004,I was successful.,I decided to quit using the computer.,"One day, my computer mouse stopped working.I went to the store to buy a new one.Every mouse I found was too expensive.I went home and decided to try and fix my mouse.",1
2404,2404,4005,She was the first person to arrive.,I was better for her to be late than to be unprepared.,Samantha was driving to class.She noticed that she forgot her textbook at home.She drove back home in order to get it.She arrived in class 25 minutes late.,2
2405,2405,4006,I thought Jack was very polite.,I thought Jack was very rude.,It was my first time skiing and I was not doing well.I skied directly in the path of another skier.We collided and both fell to the ground.The other skier told me his name was Jack and it was nice to meet me.,1
2406,2406,4007,Gabe decided to purchase a desk for his room.,He polished the wood after he built the desk.,Gabe needed a desk in his room.But he didn't have a lot of money.He found plywood in his garage.So he made a desk out of it.,2
2407,2407,4008,Rick refuses to even think about going camping now.,Rick petted the snake happily.,"Rick told his friends that he hated camping.They bugged him until he went camping anyway.One night, he awoke to a snake in his tent.He ran screaming from the tent.",1
2408,2408,4009,Jerry decided later it was easier to collect unemployment.,Then recruiter set up an interview for Jerry.,Jerry wanted to start a new career.He searched the classified ads for job postings.He found a desirable posting in one of the ads.He emailed his resume to the recruiter.,2
2409,2409,4010,Emile eventually got a job as a chef.,Emile stopped talking to his friends.,Emile wanted to be a great chef.He took lessons and worked hard learning how to cook.He practiced his cooking and served food for friends.His friends loved his cooking and encouraged him.,1
